method,task,regime,split,seed,episodes,success,success_probability,precondition_violation,belief_ece,recovery_success,damage_rate,wasted_action,intervention_cost,data_efficiency_proxy
ensemble_belief_planner,drawer_retrieval,pose_ambiguity,unseen_object,2,84,0.4405,0.529,0.1071,0.0962,0.3958,0.045,0.0946,0.2737,0.4514
ensemble_belief_planner,drawer_retrieval,pose_ambiguity,unseen_object,3,84,0.5238,0.5315,0.0998,0.0955,0.3797,0.0562,0.1015,0.2737,0.4478
ensemble_belief_planner,drawer_retrieval,pose_ambiguity,unseen_object,4,84,0.4762,0.519,0.1031,0.1029,0.4036,0.0534,0.0918,0.2737,0.4561
ensemble_belief_planner,drawer_retrieval,pose_ambiguity,unseen_object,5,84,0.4643,0.5283,0.1008,0.1063,0.4007,0.0525,0.0945,0.2737,0.4492
ensemble_belief_planner,drawer_retrieval,pose_ambiguity,unseen_object,6,84,0.5476,0.5189,0.1037,0.1022,0.405,0.0511,0.0941,0.2737,0.454
ensemble_belief_planner,drawer_retrieval,pose_ambiguity,unseen_contact,0,84,0.6429,0.5155,0.1023,0.1122,0.4198,0.0533,0.1013,0.278,0.4364
ensemble_belief_planner,drawer_retrieval,pose_ambiguity,unseen_contact,1,84,0.5357,0.5117,0.1085,0.1117,0.3971,0.0582,0.09,0.278,0.4515
ensemble_belief_planner,drawer_retrieval,pose_ambiguity,unseen_contact,2,84,0.5357,0.5,0.1073,0.1108,0.4101,0.0585,0.096,0.278,0.4468
ensemble_belief_planner,drawer_retrieval,pose_ambiguity,unseen_contact,3,84,0.5,0.5086,0.1026,0.104,0.4,0.0565,0.0916,0.278,0.4579
ensemble_belief_planner,drawer_retrieval,pose_ambiguity,unseen_contact,4,84,0.5238,0.5053,0.1104,0.1078,0.3997,0.053,0.0891,0.278,0.4566
ensemble_belief_planner,drawer_retrieval,pose_ambiguity,unseen_contact,5,84,0.4286,0.5049,0.1072,0.1157,0.3983,0.0528,0.0833,0.278,0.4645
ensemble_belief_planner,drawer_retrieval,pose_ambiguity,unseen_contact,6,84,0.5357,0.5211,0.1071,0.1091,0.4068,0.0509,0.0976,0.278,0.4569
ensemble_belief_planner,drawer_retrieval,pose_ambiguity,combined_stress,0,84,0.5,0.4689,0.1227,0.1309,0.3931,0.0586,0.1011,0.2878,0.4591
ensemble_belief_planner,drawer_retrieval,pose_ambiguity,combined_stress,1,84,0.5119,0.4804,0.1277,0.1305,0.3905,0.0563,0.1027,0.2878,0.4302
ensemble_belief_planner,drawer_retrieval,pose_ambiguity,combined_stress,2,84,0.5238,0.4626,0.1258,0.1372,0.3926,0.0551,0.1071,0.2878,0.4346
ensemble_belief_planner,drawer_retrieval,pose_ambiguity,combined_stress,3,84,0.4167,0.4873,0.1164,0.1183,0.4066,0.0578,0.108,0.2878,0.4573
ensemble_belief_planner,drawer_retrieval,pose_ambiguity,combined_stress,4,84,0.5119,0.474,0.1142,0.1294,0.4037,0.0573,0.1007,0.2878,0.441
ensemble_belief_planner,drawer_retrieval,pose_ambiguity,combined_stress,5,84,0.5595,0.4675,0.1219,0.1284,0.3954,0.0559,0.1139,0.2878,0.4276
ensemble_belief_planner,drawer_retrieval,pose_ambiguity,combined_stress,6,84,0.4881,0.4796,0.116,0.124,0.3932,0.0573,0.1158,0.2878,0.4189
ensemble_belief_planner,drawer_retrieval,compliance_ambiguity,nominal,0,84,0.619,0.5856,0.09,0.0783,0.3899,0.0398,0.0879,0.258,0.4723
ensemble_belief_planner,drawer_retrieval,compliance_ambiguity,nominal,1,84,0.5595,0.5705,0.0949,0.0727,0.4055,0.0492,0.0934,0.258,0.4814
ensemble_belief_planner,drawer_retrieval,compliance_ambiguity,nominal,2,84,0.5714,0.5708,0.0901,0.0911,0.4102,0.0391,0.0886,0.258,0.4738
ensemble_belief_planner,drawer_retrieval,compliance_ambiguity,nominal,3,84,0.5595,0.5792,0.0905,0.0793,0.4135,0.0458,0.091,0.258,0.4783
ensemble_belief_planner,drawer_retrieval,compliance_ambiguity,nominal,4,84,0.5119,0.5856,0.0907,0.0812,0.3984,0.0381,0.0866,0.258,0.4866
ensemble_belief_planner,drawer_retrieval,compliance_ambiguity,nominal,5,84,0.6071,0.5678,0.088,0.0765,0.3852,0.0469,0.0821,0.258,0.484
ensemble_belief_planner,drawer_retrieval,compliance_ambiguity,nominal,6,84,0.631,0.5641,0.0834,0.0739,0.4127,0.0473,0.0816,0.258,0.4728
ensemble_belief_planner,drawer_retrieval,compliance_ambiguity,seen_shift,0,84,0.4881,0.529,0.1069,0.0899,0.4181,0.0512,0.0906,0.2687,0.4652
ensemble_belief_planner,drawer_retrieval,compliance_ambiguity,seen_shift,1,84,0.4881,0.54,0.1058,0.094,0.3955,0.0505,0.097,0.2687,0.4551
ensemble_belief_planner,drawer_retrieval,compliance_ambiguity,seen_shift,2,84,0.5476,0.5352,0.1054,0.0914,0.4216,0.0565,0.0948,0.2687,0.4741
ensemble_belief_planner,drawer_retrieval,compliance_ambiguity,seen_shift,3,84,0.4762,0.5331,0.0997,0.103,0.3891,0.0579,0.097,0.2687,0.4476
ensemble_belief_planner,drawer_retrieval,compliance_ambiguity,seen_shift,4,84,0.5595,0.5334,0.1054,0.099,0.3863,0.051,0.1008,0.2687,0.4652
ensemble_belief_planner,drawer_retrieval,compliance_ambiguity,seen_shift,5,84,0.5714,0.5368,0.0994,0.0837,0.3977,0.0482,0.0911,0.2687,0.4506
ensemble_belief_planner,drawer_retrieval,compliance_ambiguity,seen_shift,6,84,0.4405,0.5275,0.1001,0.0932,0.4022,0.0525,0.0955,0.2687,0.4606
ensemble_belief_planner,drawer_retrieval,compliance_ambiguity,unseen_object,0,84,0.5595,0.5031,0.1156,0.104,0.3848,0.0576,0.1062,0.2744,0.4455
ensemble_belief_planner,drawer_retrieval,compliance_ambiguity,unseen_object,1,84,0.5476,0.5034,0.1135,0.1047,0.4144,0.0649,0.1143,0.2744,0.4537
ensemble_belief_planner,drawer_retrieval,compliance_ambiguity,unseen_object,2,84,0.4167,0.5101,0.1276,0.1029,0.3947,0.0507,0.1051,0.2744,0.4592
ensemble_belief_planner,drawer_retrieval,compliance_ambiguity,unseen_object,3,84,0.4643,0.5157,0.113,0.1022,0.3942,0.049,0.1015,0.2744,0.4668
ensemble_belief_planner,drawer_retrieval,compliance_ambiguity,unseen_object,4,84,0.5,0.4989,0.1233,0.1026,0.3806,0.0628,0.1014,0.2744,0.4545
ensemble_belief_planner,drawer_retrieval,compliance_ambiguity,unseen_object,5,84,0.4762,0.5024,0.1141,0.0979,0.4084,0.0534,0.1038,0.2744,0.4579
ensemble_belief_planner,drawer_retrieval,compliance_ambiguity,unseen_object,6,84,0.5833,0.5078,0.1126,0.1025,0.4019,0.0575,0.1101,0.2744,0.4557
ensemble_belief_planner,drawer_retrieval,compliance_ambiguity,unseen_contact,0,84,0.4762,0.5141,0.1199,0.1113,0.4001,0.0603,0.1067,0.2788,0.4588
ensemble_belief_planner,drawer_retrieval,compliance_ambiguity,unseen_contact,1,84,0.5833,0.4918,0.1236,0.1245,0.402,0.0589,0.101,0.2788,0.4455
ensemble_belief_planner,drawer_retrieval,compliance_ambiguity,unseen_contact,2,84,0.3571,0.4989,0.1181,0.1156,0.3999,0.0557,0.0965,0.2788,0.4487
ensemble_belief_planner,drawer_retrieval,compliance_ambiguity,unseen_contact,3,84,0.5119,0.5059,0.1178,0.1178,0.3981,0.0639,0.1181,0.2788,0.4548
ensemble_belief_planner,drawer_retrieval,compliance_ambiguity,unseen_contact,4,84,0.4762,0.4858,0.1222,0.1098,0.4199,0.0607,0.1101,0.2788,0.4462
ensemble_belief_planner,drawer_retrieval,compliance_ambiguity,unseen_contact,5,84,0.4405,0.4961,0.1304,0.1097,0.4094,0.0608,0.111,0.2788,0.4433
ensemble_belief_planner,drawer_retrieval,compliance_ambiguity,unseen_contact,6,84,0.5476,0.5033,0.1136,0.1204,0.4115,0.0507,0.1035,0.2788,0.4488
ensemble_belief_planner,drawer_retrieval,compliance_ambiguity,combined_stress,0,84,0.5238,0.4556,0.139,0.1277,0.393,0.0703,0.122,0.2887,0.4355
ensemble_belief_planner,drawer_retrieval,compliance_ambiguity,combined_stress,1,84,0.4762,0.4584,0.1299,0.1318,0.4036,0.0659,0.1169,0.2887,0.437
ensemble_belief_planner,drawer_retrieval,compliance_ambiguity,combined_stress,2,84,0.5119,0.4603,0.14,0.1355,0.3841,0.0681,0.1171,0.2887,0.4404
ensemble_belief_planner,drawer_retrieval,compliance_ambiguity,combined_stress,3,84,0.4524,0.4609,0.1424,0.1373,0.3957,0.0701,0.1252,0.2887,0.4368
ensemble_belief_planner,drawer_retrieval,compliance_ambiguity,combined_stress,4,84,0.4286,0.4556,0.1387,0.1338,0.4058,0.0659,0.1205,0.2887,0.4382
ensemble_belief_planner,drawer_retrieval,compliance_ambiguity,combined_stress,5,84,0.3571,0.4524,0.1371,0.1373,0.4041,0.065,0.1202,0.2887,0.4374
ensemble_belief_planner,drawer_retrieval,compliance_ambiguity,combined_stress,6,84,0.5595,0.4504,0.1305,0.1349,0.4105,0.0661,0.1083,0.2887,0.4439
ensemble_belief_planner,drawer_retrieval,jamming_ambiguity,nominal,0,84,0.5119,0.5557,0.096,0.0808,0.3894,0.0548,0.092,0.2583,0.4771
ensemble_belief_planner,drawer_retrieval,jamming_ambiguity,nominal,1,84,0.5833,0.5624,0.1012,0.08,0.4048,0.0472,0.0811,0.2583,0.4683
ensemble_belief_planner,drawer_retrieval,jamming_ambiguity,nominal,2,84,0.5119,0.5774,0.0967,0.0789,0.3917,0.0437,0.0861,0.2583,0.4733
ensemble_belief_planner,drawer_retrieval,jamming_ambiguity,nominal,3,84,0.6548,0.577,0.0988,0.0807,0.4104,0.042,0.09,0.2583,0.4661
ensemble_belief_planner,drawer_retrieval,jamming_ambiguity,nominal,4,84,0.4881,0.5582,0.1037,0.0826,0.391,0.0455,0.094,0.2583,0.479
ensemble_belief_planner,drawer_retrieval,jamming_ambiguity,nominal,5,84,0.619,0.5802,0.0975,0.0851,0.3975,0.0498,0.0944,0.2583,0.4716
ensemble_belief_planner,drawer_retrieval,jamming_ambiguity,nominal,6,84,0.6429,0.5748,0.1014,0.0764,0.3856,0.0532,0.0856,0.2583,0.4807
ensemble_belief_planner,drawer_retrieval,jamming_ambiguity,seen_shift,0,84,0.4524,0.5349,0.111,0.0944,0.4062,0.058,0.1058,0.269,0.4758
ensemble_belief_planner,drawer_retrieval,jamming_ambiguity,seen_shift,1,84,0.4881,0.5222,0.1107,0.0924,0.3904,0.0511,0.1027,0.269,0.4662
ensemble_belief_planner,drawer_retrieval,jamming_ambiguity,seen_shift,2,84,0.5357,0.5236,0.119,0.0978,0.3781,0.0535,0.1063,0.269,0.4638
ensemble_belief_planner,drawer_retrieval,jamming_ambiguity,seen_shift,3,84,0.5833,0.5236,0.1162,0.0956,0.3929,0.0537,0.104,0.269,0.4641
ensemble_belief_planner,drawer_retrieval,jamming_ambiguity,seen_shift,4,84,0.5119,0.5196,0.1146,0.0927,0.4019,0.0564,0.1063,0.269,0.4598
ensemble_belief_planner,drawer_retrieval,jamming_ambiguity,seen_shift,5,84,0.5714,0.5186,0.1119,0.0914,0.3991,0.0457,0.1087,0.269,0.4586
ensemble_belief_planner,drawer_retrieval,jamming_ambiguity,seen_shift,6,84,0.4881,0.5246,0.116,0.094,0.413,0.0564,0.0952,0.269,0.4644
ensemble_belief_planner,drawer_retrieval,jamming_ambiguity,unseen_object,0,84,0.4762,0.5082,0.1296,0.1089,0.4033,0.0593,0.1111,0.2747,0.46
ensemble_belief_planner,drawer_retrieval,jamming_ambiguity,unseen_object,1,84,0.4881,0.5165,0.1222,0.1059,0.3917,0.0642,0.1147,0.2747,0.4501
ensemble_belief_planner,drawer_retrieval,jamming_ambiguity,unseen_object,2,84,0.5119,0.5003,0.1329,0.1001,0.3984,0.0638,0.1231,0.2747,0.4583
ensemble_belief_planner,drawer_retrieval,jamming_ambiguity,unseen_object,3,84,0.3929,0.4921,0.1318,0.101,0.3977,0.0549,0.1095,0.2747,0.4685
ensemble_belief_planner,drawer_retrieval,jamming_ambiguity,unseen_object,4,84,0.4643,0.4996,0.128,0.1042,0.4004,0.0552,0.1141,0.2747,0.4509
ensemble_belief_planner,drawer_retrieval,jamming_ambiguity,unseen_object,5,84,0.4881,0.4891,0.1427,0.1024,0.4112,0.0644,0.1114,0.2747,0.4571
ensemble_belief_planner,drawer_retrieval,jamming_ambiguity,unseen_object,6,84,0.5476,0.4982,0.1381,0.0996,0.4187,0.0559,0.1186,0.2747,0.4485
ensemble_belief_planner,drawer_retrieval,jamming_ambiguity,unseen_contact,0,84,0.5357,0.4832,0.1328,0.1178,0.3939,0.0626,0.1003,0.2792,0.4548
ensemble_belief_planner,drawer_retrieval,jamming_ambiguity,unseen_contact,1,84,0.5357,0.4816,0.1257,0.1153,0.4045,0.0681,0.113,0.2792,0.4476
ensemble_belief_planner,drawer_retrieval,jamming_ambiguity,unseen_contact,2,84,0.4762,0.4948,0.1343,0.1084,0.4087,0.0625,0.1073,0.2792,0.4598
ensemble_belief_planner,drawer_retrieval,jamming_ambiguity,unseen_contact,3,84,0.5119,0.4901,0.145,0.1075,0.398,0.0625,0.1068,0.2792,0.4391
ensemble_belief_planner,drawer_retrieval,jamming_ambiguity,unseen_contact,4,84,0.4881,0.4855,0.1392,0.1061,0.4051,0.0553,0.1069,0.2792,0.4434
ensemble_belief_planner,drawer_retrieval,jamming_ambiguity,unseen_contact,5,84,0.5238,0.4706,0.1358,0.1111,0.3995,0.0631,0.1112,0.2792,0.4448
ensemble_belief_planner,drawer_retrieval,jamming_ambiguity,unseen_contact,6,84,0.5,0.4918,0.1229,0.1199,0.4001,0.0593,0.1,0.2792,0.4481
ensemble_belief_planner,drawer_retrieval,jamming_ambiguity,combined_stress,0,84,0.4762,0.4612,0.1635,0.132,0.4094,0.0666,0.1272,0.2892,0.4379
ensemble_belief_planner,drawer_retrieval,jamming_ambiguity,combined_stress,1,84,0.4167,0.439,0.1599,0.1301,0.4133,0.0721,0.1282,0.2892,0.4379
ensemble_belief_planner,drawer_retrieval,jamming_ambiguity,combined_stress,2,84,0.4048,0.4463,0.1476,0.1364,0.4108,0.0607,0.1325,0.2892,0.4309
ensemble_belief_planner,drawer_retrieval,jamming_ambiguity,combined_stress,3,84,0.4524,0.4325,0.1478,0.1313,0.4071,0.0665,0.1306,0.2892,0.4307
ensemble_belief_planner,drawer_retrieval,jamming_ambiguity,combined_stress,4,84,0.4405,0.4455,0.1503,0.13,0.4114,0.0749,0.1359,0.2892,0.4356
ensemble_belief_planner,drawer_retrieval,jamming_ambiguity,combined_stress,5,84,0.5357,0.4524,0.1502,0.1354,0.394,0.0708,0.1213,0.2892,0.4388
ensemble_belief_planner,drawer_retrieval,jamming_ambiguity,combined_stress,6,84,0.4881,0.4414,0.1527,0.1397,0.4029,0.0703,0.1299,0.2892,0.4531
ensemble_belief_planner,drawer_retrieval,release_uncertainty,nominal,0,84,0.6548,0.5747,0.0702,0.0727,0.3818,0.0402,0.101,0.2578,0.4751
ensemble_belief_planner,drawer_retrieval,release_uncertainty,nominal,1,84,0.5833,0.5516,0.0717,0.072,0.391,0.046,0.0854,0.2578,0.4704
ensemble_belief_planner,drawer_retrieval,release_uncertainty,nominal,2,84,0.5952,0.5857,0.0739,0.0743,0.4117,0.0403,0.0887,0.2578,0.4731
ensemble_belief_planner,drawer_retrieval,release_uncertainty,nominal,3,84,0.4524,0.5684,0.0738,0.0755,0.4075,0.043,0.0945,0.2578,0.4805
ensemble_belief_planner,drawer_retrieval,release_uncertainty,nominal,4,84,0.5952,0.5766,0.0807,0.0783,0.3996,0.0449,0.0938,0.2578,0.4819
ensemble_belief_planner,drawer_retrieval,release_uncertainty,nominal,5,84,0.5595,0.5871,0.0822,0.077,0.4047,0.0379,0.1031,0.2578,0.481
ensemble_belief_planner,drawer_retrieval,release_uncertainty,nominal,6,84,0.6548,0.5773,0.0855,0.0869,0.3944,0.039,0.0982,0.2578,0.477
ensemble_belief_planner,drawer_retrieval,release_uncertainty,seen_shift,0,84,0.5238,0.5302,0.0966,0.087,0.4102,0.0544,0.1046,0.2684,0.4635
ensemble_belief_planner,drawer_retrieval,release_uncertainty,seen_shift,1,84,0.5595,0.5329,0.0938,0.0907,0.3859,0.057,0.1055,0.2684,0.4609
ensemble_belief_planner,drawer_retrieval,release_uncertainty,seen_shift,2,84,0.5595,0.5236,0.0968,0.0977,0.4094,0.0528,0.1097,0.2684,0.4578
ensemble_belief_planner,drawer_retrieval,release_uncertainty,seen_shift,3,84,0.5357,0.5298,0.0915,0.0987,0.3986,0.0538,0.1036,0.2684,0.473
ensemble_belief_planner,drawer_retrieval,release_uncertainty,seen_shift,4,84,0.5952,0.5258,0.093,0.091,0.4077,0.0514,0.0986,0.2684,0.4557
ensemble_belief_planner,drawer_retrieval,release_uncertainty,seen_shift,5,84,0.4405,0.5216,0.0956,0.0903,0.403,0.0508,0.0929,0.2684,0.4426
ensemble_belief_planner,drawer_retrieval,release_uncertainty,seen_shift,6,84,0.5476,0.5342,0.0869,0.0912,0.394,0.0494,0.1111,0.2684,0.4353
ensemble_belief_planner,drawer_retrieval,release_uncertainty,unseen_object,0,84,0.5595,0.5022,0.1055,0.0975,0.4026,0.0576,0.112,0.274,0.4531
ensemble_belief_planner,drawer_retrieval,release_uncertainty,unseen_object,1,84,0.5476,0.5045,0.0974,0.1059,0.3851,0.053,0.1128,0.274,0.4336
ensemble_belief_planner,drawer_retrieval,release_uncertainty,unseen_object,2,84,0.4048,0.5022,0.0959,0.1041,0.3993,0.0501,0.1206,0.274,0.459
ensemble_belief_planner,drawer_retrieval,release_uncertainty,unseen_object,3,84,0.6071,0.5025,0.1074,0.0943,0.4225,0.0612,0.1139,0.274,0.4477
ensemble_belief_planner,drawer_retrieval,release_uncertainty,unseen_object,4,84,0.5833,0.5111,0.0954,0.1037,0.3857,0.0612,0.1201,0.274,0.4487
ensemble_belief_planner,drawer_retrieval,release_uncertainty,unseen_object,5,84,0.5238,0.4985,0.0998,0.1027,0.3976,0.0506,0.1127,0.274,0.4521
ensemble_belief_planner,drawer_retrieval,release_uncertainty,unseen_object,6,84,0.4762,0.5109,0.1039,0.0985,0.4092,0.051,0.1186,0.274,0.4604
ensemble_belief_planner,drawer_retrieval,release_uncertainty,unseen_contact,0,84,0.5714,0.4983,0.1038,0.1126,0.3991,0.0486,0.1249,0.2784,0.454
ensemble_belief_planner,drawer_retrieval,release_uncertainty,unseen_contact,1,84,0.5595,0.4982,0.1093,0.1106,0.4146,0.0611,0.1175,0.2784,0.4495
ensemble_belief_planner,drawer_retrieval,release_uncertainty,unseen_contact,2,84,0.5357,0.4974,0.1081,0.1053,0.4009,0.0611,0.1134,0.2784,0.4578
ensemble_belief_planner,drawer_retrieval,release_uncertainty,unseen_contact,3,84,0.4405,0.4977,0.1089,0.115,0.3833,0.0565,0.1198,0.2784,0.4536
ensemble_belief_planner,drawer_retrieval,release_uncertainty,unseen_contact,4,84,0.4762,0.4867,0.1099,0.1187,0.4097,0.0562,0.1172,0.2784,0.4543
ensemble_belief_planner,drawer_retrieval,release_uncertainty,unseen_contact,5,84,0.5595,0.4982,0.103,0.1157,0.3909,0.0628,0.1142,0.2784,0.4449
ensemble_belief_planner,drawer_retrieval,release_uncertainty,unseen_contact,6,84,0.5238,0.4783,0.0965,0.1052,0.4074,0.0562,0.1238,0.2784,0.4378
ensemble_belief_planner,drawer_retrieval,release_uncertainty,combined_stress,0,84,0.3571,0.4501,0.1122,0.1275,0.4056,0.0659,0.1371,0.2883,0.4337
ensemble_belief_planner,drawer_retrieval,release_uncertainty,combined_stress,1,84,0.4048,0.4463,0.1178,0.1279,0.3898,0.0615,0.1277,0.2883,0.4455
ensemble_belief_planner,drawer_retrieval,release_uncertainty,combined_stress,2,84,0.4881,0.45,0.1375,0.1233,0.3939,0.0695,0.1338,0.2883,0.4468
ensemble_belief_planner,drawer_retrieval,release_uncertainty,combined_stress,3,84,0.4881,0.4565,0.1201,0.1339,0.3985,0.0585,0.1418,0.2883,0.4358
ensemble_belief_planner,drawer_retrieval,release_uncertainty,combined_stress,4,84,0.4762,0.4518,0.1252,0.128,0.3812,0.0593,0.1298,0.2883,0.4328
ensemble_belief_planner,drawer_retrieval,release_uncertainty,combined_stress,5,84,0.5119,0.4412,0.1248,0.1261,0.3921,0.0635,0.134,0.2883,0.4409
ensemble_belief_planner,drawer_retrieval,release_uncertainty,combined_stress,6,84,0.4762,0.448,0.1201,0.1277,0.3943,0.0689,0.1355,0.2883,0.4427
ensemble_belief_planner,drawer_retrieval,combined_contact_uncertainty,nominal,0,84,0.5952,0.5493,0.1129,0.0822,0.397,0.0534,0.1099,0.2599,0.4736
ensemble_belief_planner,drawer_retrieval,combined_contact_uncertainty,nominal,1,84,0.5357,0.5412,0.1215,0.0882,0.3962,0.0484,0.1032,0.2599,0.4681
ensemble_belief_planner,drawer_retrieval,combined_contact_uncertainty,nominal,2,84,0.5714,0.5457,0.1164,0.0819,0.4138,0.0497,0.1124,0.2599,0.4886
ensemble_belief_planner,drawer_retrieval,combined_contact_uncertainty,nominal,3,84,0.4881,0.541,0.112,0.0843,0.4089,0.0544,0.103,0.2599,0.4714
ensemble_belief_planner,drawer_retrieval,combined_contact_uncertainty,nominal,4,84,0.5357,0.5483,0.1137,0.0943,0.4051,0.0515,0.11,0.2599,0.4785
ensemble_belief_planner,drawer_retrieval,combined_contact_uncertainty,nominal,5,84,0.5714,0.5363,0.106,0.0877,0.4033,0.0533,0.1075,0.2599,0.4723
ensemble_belief_planner,drawer_retrieval,combined_contact_uncertainty,nominal,6,84,0.5595,0.5423,0.1197,0.0804,0.394,0.0528,0.105,0.2599,0.4706
ensemble_belief_planner,drawer_retrieval,combined_contact_uncertainty,seen_shift,0,84,0.5357,0.4971,0.1255,0.1039,0.3996,0.0531,0.121,0.2709,0.454
ensemble_belief_planner,drawer_retrieval,combined_contact_uncertainty,seen_shift,1,84,0.5595,0.5089,0.1289,0.1066,0.3931,0.0601,0.1209,0.2709,0.4532
ensemble_belief_planner,drawer_retrieval,combined_contact_uncertainty,seen_shift,2,84,0.4524,0.4952,0.133,0.0999,0.3966,0.0607,0.1228,0.2709,0.4604
ensemble_belief_planner,drawer_retrieval,combined_contact_uncertainty,seen_shift,3,84,0.5238,0.4991,0.1398,0.0935,0.3947,0.0618,0.1305,0.2709,0.4473
ensemble_belief_planner,drawer_retrieval,combined_contact_uncertainty,seen_shift,4,84,0.5,0.5051,0.123,0.0926,0.4032,0.065,0.1239,0.2709,0.46
ensemble_belief_planner,drawer_retrieval,combined_contact_uncertainty,seen_shift,5,84,0.5,0.5047,0.1478,0.1071,0.3986,0.065,0.1361,0.2709,0.4782
ensemble_belief_planner,drawer_retrieval,combined_contact_uncertainty,seen_shift,6,84,0.5,0.4935,0.1376,0.1046,0.4088,0.0536,0.1165,0.2709,0.4631
ensemble_belief_planner,drawer_retrieval,combined_contact_uncertainty,unseen_object,0,84,0.381,0.4795,0.1584,0.1102,0.4046,0.0706,0.1402,0.2768,0.4463
ensemble_belief_planner,drawer_retrieval,combined_contact_uncertainty,unseen_object,1,84,0.4881,0.454,0.1557,0.1159,0.405,0.0705,0.1339,0.2768,0.4402
ensemble_belief_planner,drawer_retrieval,combined_contact_uncertainty,unseen_object,2,84,0.5,0.4681,0.1463,0.1158,0.4167,0.0621,0.1344,0.2768,0.4597
ensemble_belief_planner,drawer_retrieval,combined_contact_uncertainty,unseen_object,3,84,0.4286,0.4644,0.1515,0.1137,0.3918,0.0684,0.1392,0.2768,0.4599
ensemble_belief_planner,drawer_retrieval,combined_contact_uncertainty,unseen_object,4,84,0.4405,0.4662,0.144,0.1098,0.4023,0.0634,0.1369,0.2768,0.4534
ensemble_belief_planner,drawer_retrieval,combined_contact_uncertainty,unseen_object,5,84,0.4643,0.4541,0.1499,0.1086,0.3886,0.064,0.1442,0.2768,0.4462
ensemble_belief_planner,drawer_retrieval,combined_contact_uncertainty,unseen_object,6,84,0.5119,0.4704,0.1546,0.1143,0.402,0.0592,0.1411,0.2768,0.4682
ensemble_belief_planner,drawer_retrieval,combined_contact_uncertainty,unseen_contact,0,84,0.3929,0.4663,0.159,0.1202,0.3892,0.0732,0.1391,0.2816,0.461
ensemble_belief_planner,drawer_retrieval,combined_contact_uncertainty,unseen_contact,1,84,0.3214,0.4409,0.1597,0.1212,0.3967,0.0709,0.1452,0.2816,0.4563
ensemble_belief_planner,drawer_retrieval,combined_contact_uncertainty,unseen_contact,2,84,0.4762,0.4573,0.1649,0.1174,0.4183,0.0694,0.1343,0.2816,0.4542
ensemble_belief_planner,drawer_retrieval,combined_contact_uncertainty,unseen_contact,3,84,0.4881,0.4553,0.1514,0.1204,0.3958,0.0643,0.1345,0.2816,0.4433
ensemble_belief_planner,drawer_retrieval,combined_contact_uncertainty,unseen_contact,4,84,0.4405,0.4527,0.1655,0.1136,0.4001,0.0661,0.1427,0.2816,0.4412
ensemble_belief_planner,drawer_retrieval,combined_contact_uncertainty,unseen_contact,5,84,0.5119,0.46,0.1579,0.1147,0.406,0.0697,0.136,0.2816,0.4553
ensemble_belief_planner,drawer_retrieval,combined_contact_uncertainty,unseen_contact,6,84,0.4524,0.4515,0.1689,0.121,0.4022,0.0632,0.1293,0.2816,0.4397
ensemble_belief_planner,drawer_retrieval,combined_contact_uncertainty,combined_stress,0,84,0.3929,0.3958,0.1841,0.1429,0.3915,0.0801,0.1573,0.2919,0.4429
ensemble_belief_planner,drawer_retrieval,combined_contact_uncertainty,combined_stress,1,84,0.4524,0.4048,0.1728,0.1368,0.4255,0.0755,0.1628,0.2919,0.4458
ensemble_belief_planner,drawer_retrieval,combined_contact_uncertainty,combined_stress,2,84,0.4643,0.4036,0.1758,0.1399,0.3849,0.0783,0.156,0.2919,0.4414
ensemble_belief_planner,drawer_retrieval,combined_contact_uncertainty,combined_stress,3,84,0.4286,0.4117,0.1831,0.1383,0.4059,0.0717,0.1611,0.2919,0.4297
ensemble_belief_planner,drawer_retrieval,combined_contact_uncertainty,combined_stress,4,84,0.4167,0.3991,0.1846,0.147,0.4024,0.0729,0.162,0.2919,0.4351
ensemble_belief_planner,drawer_retrieval,combined_contact_uncertainty,combined_stress,5,84,0.4405,0.4061,0.1876,0.1454,0.412,0.0791,0.1494,0.2919,0.4413
ensemble_belief_planner,drawer_retrieval,combined_contact_uncertainty,combined_stress,6,84,0.3929,0.4103,0.1827,0.1394,0.3914,0.0766,0.1539,0.2919,0.4416
ensemble_belief_planner,cable_routing,nominal,nominal,0,84,0.619,0.6082,0.0373,0.048,0.4036,0.0329,0.0392,0.2492,0.48
ensemble_belief_planner,cable_routing,nominal,nominal,1,84,0.6667,0.6015,0.0351,0.0503,0.4163,0.037,0.0416,0.2492,0.4783
ensemble_belief_planner,cable_routing,nominal,nominal,2,84,0.5833,0.6069,0.0369,0.0471,0.4064,0.0361,0.0442,0.2492,0.4739
ensemble_belief_planner,cable_routing,nominal,nominal,3,84,0.5714,0.6004,0.0368,0.0475,0.4122,0.0285,0.048,0.2492,0.4765
ensemble_belief_planner,cable_routing,nominal,nominal,4,84,0.6429,0.6182,0.0378,0.0407,0.4095,0.0339,0.0486,0.2492,0.4718
ensemble_belief_planner,cable_routing,nominal,nominal,5,84,0.5119,0.6049,0.0343,0.0547,0.4151,0.038,0.0517,0.2492,0.4742
ensemble_belief_planner,cable_routing,nominal,nominal,6,84,0.6071,0.5982,0.0547,0.0535,0.4087,0.0268,0.0521,0.2492,0.4776
ensemble_belief_planner,cable_routing,nominal,seen_shift,0,84,0.5952,0.5703,0.0379,0.0597,0.414,0.0411,0.0514,0.2579,0.4623
