ablation,task,regime,split,seed,episodes,success,success_probability,utility,precondition_violation,belief_ece,branch_entropy_error,recovery_success,damage_rate,wasted_action,intervention_cost,probe_overhead,irreversible_commitment,plan_depth_blowup
minus_damage_model,legged_support_recovery,branch_resource_depletion,heldout_combined_contact_uncertainty,6,6,0.5,0.587516,0.410055,0.044444,0.049846,0.071354,0.551678,0.082073,0.057685,0.200489,0.05295,0.093782,0.062867
minus_damage_model,legged_support_recovery,branch_resource_depletion,heldout_combined_contact_uncertainty,7,6,0.5,0.591121,0.402782,0.050597,0.046981,0.073099,0.553661,0.083854,0.07651,0.200489,0.05295,0.082416,0.061867
minus_damage_model,legged_support_recovery,branch_resource_depletion,heldout_combined_contact_uncertainty,8,6,0.5,0.600338,0.414189,0.038536,0.041049,0.079708,0.56111,0.080842,0.062727,0.200489,0.05295,0.088549,0.067978
minus_damage_model,legged_support_recovery,branch_resource_depletion,heldout_combined_contact_uncertainty,9,6,0.333333,0.587632,0.235898,0.050249,0.049935,0.075976,0.572544,0.090077,0.069223,0.200489,0.05295,0.084083,0.07116
minus_damage_model,legged_support_recovery,combined_contact_uncertainty,heldout_combined_contact_uncertainty,0,6,0.833333,0.604579,0.729965,0.058121,0.056153,0.083575,0.565386,0.088709,0.066154,0.203521,0.05295,0.094611,0.057048
minus_damage_model,legged_support_recovery,combined_contact_uncertainty,heldout_combined_contact_uncertainty,1,6,0.5,0.587873,0.388775,0.066608,0.053106,0.081177,0.570102,0.093549,0.075529,0.203521,0.05295,0.082652,0.067087
minus_damage_model,legged_support_recovery,combined_contact_uncertainty,heldout_combined_contact_uncertainty,2,6,0.333333,0.605567,0.233014,0.048966,0.049568,0.083276,0.564132,0.08613,0.078051,0.203521,0.05295,0.091157,0.059926
minus_damage_model,legged_support_recovery,combined_contact_uncertainty,heldout_combined_contact_uncertainty,3,6,0.5,0.579975,0.400647,0.050927,0.040322,0.075491,0.567323,0.093873,0.069966,0.203521,0.05295,0.086243,0.064684
minus_damage_model,legged_support_recovery,combined_contact_uncertainty,heldout_combined_contact_uncertainty,4,6,0.166667,0.587161,0.054259,0.060596,0.050246,0.086838,0.550393,0.095216,0.074139,0.203521,0.05295,0.086888,0.064014
minus_damage_model,legged_support_recovery,combined_contact_uncertainty,heldout_combined_contact_uncertainty,5,6,0.833333,0.581942,0.728128,0.053977,0.053883,0.071496,0.567974,0.097321,0.072343,0.203521,0.05295,0.086392,0.066504
minus_damage_model,legged_support_recovery,combined_contact_uncertainty,heldout_combined_contact_uncertainty,6,6,0.666667,0.582328,0.555613,0.054275,0.049541,0.080751,0.554336,0.094063,0.076396,0.203521,0.05295,0.091246,0.074497
minus_damage_model,legged_support_recovery,combined_contact_uncertainty,heldout_combined_contact_uncertainty,7,6,0.666667,0.584894,0.553371,0.05745,0.050619,0.07718,0.565834,0.102162,0.069803,0.203521,0.05295,0.101438,0.066459
minus_damage_model,legged_support_recovery,combined_contact_uncertainty,heldout_combined_contact_uncertainty,8,6,0.666667,0.583524,0.569619,0.040956,0.054157,0.075687,0.565792,0.092342,0.06714,0.203521,0.05295,0.093403,0.06919
minus_damage_model,legged_support_recovery,combined_contact_uncertainty,heldout_combined_contact_uncertainty,9,6,0.5,0.586782,0.394825,0.05609,0.05152,0.074898,0.557339,0.089955,0.066269,0.203521,0.05295,0.097796,0.065025
minus_branch_budget,peg_assembly,nominal,heldout_combined_contact_uncertainty,0,6,0.666667,0.64478,0.661301,0.011212,0.02147,0.057182,0.555288,0.017278,0.037863,0.192332,0.05295,0.032441,0.050231
minus_branch_budget,peg_assembly,nominal,heldout_combined_contact_uncertainty,1,6,0.666667,0.627662,0.650965,0.017703,0.021767,0.055476,0.564387,0.023718,0.051322,0.192332,0.05295,0.031563,0.05333
minus_branch_budget,peg_assembly,nominal,heldout_combined_contact_uncertainty,2,6,0.666667,0.638908,0.651978,0.007524,0.029448,0.056184,0.536679,0.024629,0.046741,0.192332,0.05295,0.036121,0.047399
minus_branch_budget,peg_assembly,nominal,heldout_combined_contact_uncertainty,3,6,0.666667,0.639135,0.650339,0.008509,0.02328,0.055624,0.54152,0.031019,0.045176,0.192332,0.05295,0.034782,0.049872
minus_branch_budget,peg_assembly,nominal,heldout_combined_contact_uncertainty,4,6,0.833333,0.6449,0.821991,0.012239,0.027781,0.048908,0.563028,0.030338,0.034519,0.192332,0.05295,0.038832,0.049507
minus_branch_budget,peg_assembly,nominal,heldout_combined_contact_uncertainty,5,6,0.5,0.635718,0.480616,0.009342,0.024373,0.060837,0.556791,0.033481,0.049415,0.192332,0.05295,0.038119,0.053532
minus_branch_budget,peg_assembly,nominal,heldout_combined_contact_uncertainty,6,6,0.166667,0.626967,0.156411,0.012572,0.025243,0.054568,0.564054,0.026667,0.036624,0.192332,0.05295,0.038091,0.048716
minus_branch_budget,peg_assembly,nominal,heldout_combined_contact_uncertainty,7,6,0.833333,0.625744,0.823273,0.009769,0.024659,0.063488,0.57203,0.022948,0.049858,0.192332,0.05295,0.032196,0.050594
minus_branch_budget,peg_assembly,nominal,heldout_combined_contact_uncertainty,8,6,1.0,0.637339,0.983758,0.014784,0.033862,0.064603,0.571801,0.024997,0.048665,0.192332,0.05295,0.037975,0.050112
minus_branch_budget,peg_assembly,nominal,heldout_combined_contact_uncertainty,9,6,0.666667,0.638133,0.64885,0.017442,0.033511,0.059565,0.556528,0.02454,0.048837,0.192332,0.05295,0.036628,0.043908
minus_branch_budget,peg_assembly,hidden_friction,heldout_combined_contact_uncertainty,0,6,0.333333,0.618194,0.277068,0.0382,0.052404,0.072499,0.532569,0.030992,0.064225,0.204085,0.05295,0.049683,0.064986
minus_branch_budget,peg_assembly,hidden_friction,heldout_combined_contact_uncertainty,1,6,0.333333,0.608787,0.281793,0.040886,0.048291,0.072664,0.550722,0.025082,0.063343,0.204085,0.05295,0.049784,0.068056
minus_branch_budget,peg_assembly,hidden_friction,heldout_combined_contact_uncertainty,2,6,0.5,0.615398,0.452824,0.039314,0.045694,0.070102,0.554029,0.028034,0.058196,0.204085,0.05295,0.042336,0.068509
minus_branch_budget,peg_assembly,hidden_friction,heldout_combined_contact_uncertainty,3,6,0.666667,0.608487,0.617147,0.036556,0.042243,0.076363,0.538202,0.027131,0.06256,0.204085,0.05295,0.04477,0.064178
minus_branch_budget,peg_assembly,hidden_friction,heldout_combined_contact_uncertainty,4,6,0.833333,0.619621,0.778232,0.038306,0.048867,0.072516,0.557318,0.037326,0.067418,0.204085,0.05295,0.043198,0.069168
minus_branch_budget,peg_assembly,hidden_friction,heldout_combined_contact_uncertainty,5,6,0.666667,0.628435,0.610376,0.042715,0.043134,0.074493,0.537969,0.034395,0.055551,0.204085,0.05295,0.050287,0.068248
minus_branch_budget,peg_assembly,hidden_friction,heldout_combined_contact_uncertainty,6,6,0.5,0.615319,0.449847,0.048262,0.04503,0.077125,0.564539,0.024161,0.056972,0.204085,0.05295,0.049949,0.065688
minus_branch_budget,peg_assembly,hidden_friction,heldout_combined_contact_uncertainty,7,6,0.5,0.604325,0.452862,0.03344,0.046668,0.072076,0.549922,0.032603,0.055202,0.204085,0.05295,0.045022,0.069454
minus_branch_budget,peg_assembly,hidden_friction,heldout_combined_contact_uncertainty,8,6,0.333333,0.610896,0.280145,0.037045,0.042696,0.079535,0.544759,0.033937,0.056443,0.204085,0.05295,0.053896,0.066131
minus_branch_budget,peg_assembly,hidden_friction,heldout_combined_contact_uncertainty,9,6,0.333333,0.616818,0.284224,0.040969,0.042276,0.078151,0.544221,0.027897,0.053226,0.204085,0.05295,0.045969,0.067133
minus_branch_budget,peg_assembly,pose_ambiguity,heldout_combined_contact_uncertainty,0,6,0.166667,0.624295,0.123316,0.025037,0.041073,0.070867,0.563829,0.03354,0.061769,0.205057,0.05295,0.052031,0.065462
minus_branch_budget,peg_assembly,pose_ambiguity,heldout_combined_contact_uncertainty,1,6,0.5,0.619649,0.447771,0.025901,0.042361,0.071488,0.534452,0.03593,0.063721,0.205057,0.05295,0.051884,0.071696
minus_branch_budget,peg_assembly,pose_ambiguity,heldout_combined_contact_uncertainty,2,6,0.833333,0.618656,0.775816,0.031195,0.044526,0.080717,0.53192,0.034796,0.074234,0.205057,0.05295,0.046592,0.065833
minus_branch_budget,peg_assembly,pose_ambiguity,heldout_combined_contact_uncertainty,3,6,0.666667,0.61649,0.617556,0.023687,0.038522,0.075256,0.540948,0.032519,0.069618,0.205057,0.05295,0.049041,0.069792
minus_branch_budget,peg_assembly,pose_ambiguity,heldout_combined_contact_uncertainty,4,6,0.666667,0.616539,0.612863,0.033861,0.046927,0.081944,0.557998,0.034432,0.075455,0.205057,0.05295,0.043161,0.063274
minus_branch_budget,peg_assembly,pose_ambiguity,heldout_combined_contact_uncertainty,5,6,0.833333,0.621739,0.768089,0.035404,0.038679,0.074022,0.534374,0.040858,0.075281,0.205057,0.05295,0.057358,0.070962
minus_branch_budget,peg_assembly,pose_ambiguity,heldout_combined_contact_uncertainty,6,6,0.666667,0.613872,0.605739,0.036277,0.047034,0.078331,0.537689,0.039758,0.073618,0.205057,0.05295,0.049846,0.058303
minus_branch_budget,peg_assembly,pose_ambiguity,heldout_combined_contact_uncertainty,7,6,0.833333,0.620197,0.779332,0.027913,0.039507,0.077047,0.534155,0.03202,0.076908,0.205057,0.05295,0.046636,0.066667
minus_branch_budget,peg_assembly,pose_ambiguity,heldout_combined_contact_uncertainty,8,6,0.833333,0.625632,0.783442,0.031801,0.036471,0.076135,0.560112,0.035258,0.068286,0.205057,0.05295,0.048297,0.065262
minus_branch_budget,peg_assembly,pose_ambiguity,heldout_combined_contact_uncertainty,9,6,0.666667,0.619272,0.615179,0.035571,0.049446,0.072152,0.558567,0.033852,0.06366,0.205057,0.05295,0.050709,0.064159
minus_branch_budget,peg_assembly,compliance_ambiguity,heldout_combined_contact_uncertainty,0,6,0.833333,0.602762,0.771464,0.040826,0.041212,0.082077,0.556523,0.034128,0.072881,0.207087,0.05295,0.058542,0.06923
minus_branch_budget,peg_assembly,compliance_ambiguity,heldout_combined_contact_uncertainty,1,6,0.5,0.607502,0.441186,0.035295,0.041375,0.079253,0.553997,0.026693,0.084011,0.207087,0.05295,0.053957,0.07315
minus_branch_budget,peg_assembly,compliance_ambiguity,heldout_combined_contact_uncertainty,2,6,0.333333,0.61287,0.268675,0.036708,0.049656,0.088591,0.543442,0.027384,0.081124,0.207087,0.05295,0.059947,0.073882
minus_branch_budget,peg_assembly,compliance_ambiguity,heldout_combined_contact_uncertainty,3,6,0.666667,0.618052,0.594575,0.036226,0.042626,0.083717,0.516323,0.039064,0.081046,0.207087,0.05295,0.059098,0.069137
minus_branch_budget,peg_assembly,compliance_ambiguity,heldout_combined_contact_uncertainty,4,6,0.666667,0.612179,0.608185,0.032972,0.036268,0.077125,0.559545,0.035282,0.077232,0.207087,0.05295,0.057292,0.07341
minus_branch_budget,peg_assembly,compliance_ambiguity,heldout_combined_contact_uncertainty,5,6,0.5,0.611805,0.433924,0.04349,0.049867,0.0735,0.558111,0.034117,0.078286,0.207087,0.05295,0.061856,0.069616
minus_branch_budget,peg_assembly,compliance_ambiguity,heldout_combined_contact_uncertainty,6,6,0.666667,0.624914,0.5957,0.041996,0.039914,0.076617,0.530827,0.030096,0.090089,0.207087,0.05295,0.059739,0.07117
minus_branch_budget,peg_assembly,compliance_ambiguity,heldout_combined_contact_uncertainty,7,6,0.5,0.605594,0.442769,0.023425,0.047977,0.085354,0.555701,0.030642,0.086052,0.207087,0.05295,0.058505,0.071762
minus_branch_budget,peg_assembly,compliance_ambiguity,heldout_combined_contact_uncertainty,8,6,0.5,0.622027,0.429897,0.048244,0.040228,0.084536,0.54846,0.031388,0.078864,0.207087,0.05295,0.0583,0.078267
minus_branch_budget,peg_assembly,compliance_ambiguity,heldout_combined_contact_uncertainty,9,6,0.666667,0.615554,0.606803,0.033571,0.0371,0.086603,0.534662,0.027549,0.067659,0.207087,0.05295,0.061867,0.081284
minus_branch_budget,peg_assembly,jamming_ambiguity,heldout_combined_contact_uncertainty,0,6,0.666667,0.612032,0.590702,0.043815,0.043906,0.083441,0.531873,0.028105,0.094362,0.208279,0.05295,0.065001,0.074251
minus_branch_budget,peg_assembly,jamming_ambiguity,heldout_combined_contact_uncertainty,1,6,0.666667,0.597818,0.589232,0.039197,0.045968,0.088543,0.558203,0.042365,0.093247,0.208279,0.05295,0.064423,0.079174
minus_branch_budget,peg_assembly,jamming_ambiguity,heldout_combined_contact_uncertainty,2,6,0.666667,0.606512,0.58935,0.03879,0.04383,0.087017,0.542408,0.03473,0.09324,0.208279,0.05295,0.074228,0.074672
minus_branch_budget,peg_assembly,jamming_ambiguity,heldout_combined_contact_uncertainty,3,6,0.5,0.620429,0.416044,0.04114,0.04041,0.091218,0.529731,0.033168,0.107237,0.208279,0.05295,0.063367,0.083275
minus_branch_budget,peg_assembly,jamming_ambiguity,heldout_combined_contact_uncertainty,4,6,0.666667,0.614028,0.589564,0.043463,0.047106,0.084013,0.54387,0.03154,0.095241,0.208279,0.05295,0.060899,0.083589
minus_branch_budget,peg_assembly,jamming_ambiguity,heldout_combined_contact_uncertainty,5,6,0.333333,0.604761,0.254398,0.040186,0.044649,0.082634,0.54432,0.039502,0.094033,0.208279,0.05295,0.065033,0.081368
minus_branch_budget,peg_assembly,jamming_ambiguity,heldout_combined_contact_uncertainty,6,6,0.5,0.611849,0.422414,0.035126,0.048412,0.091287,0.525499,0.033291,0.092828,0.208279,0.05295,0.066018,0.081271
minus_branch_budget,peg_assembly,jamming_ambiguity,heldout_combined_contact_uncertainty,7,6,0.833333,0.592085,0.752252,0.042079,0.04291,0.092619,0.544114,0.035331,0.101341,0.208279,0.05295,0.062766,0.082151
minus_branch_budget,peg_assembly,jamming_ambiguity,heldout_combined_contact_uncertainty,8,6,0.666667,0.603119,0.58054,0.050807,0.043119,0.089553,0.53261,0.033583,0.097812,0.208279,0.05295,0.066368,0.081213
minus_branch_budget,peg_assembly,jamming_ambiguity,heldout_combined_contact_uncertainty,9,6,0.666667,0.600582,0.580121,0.045826,0.04497,0.087051,0.526308,0.031638,0.107629,0.208279,0.05295,0.067643,0.077596
minus_branch_budget,peg_assembly,release_uncertainty,heldout_combined_contact_uncertainty,0,6,0.5,0.610052,0.433981,0.036737,0.043466,0.087282,0.548195,0.036361,0.074037,0.20713,0.05295,0.059311,0.080265
minus_branch_budget,peg_assembly,release_uncertainty,heldout_combined_contact_uncertainty,1,6,0.833333,0.604257,0.770348,0.026172,0.054136,0.087881,0.536693,0.033919,0.073062,0.20713,0.05295,0.060228,0.083539
minus_branch_budget,peg_assembly,release_uncertainty,heldout_combined_contact_uncertainty,2,6,0.666667,0.608955,0.610074,0.027902,0.040542,0.078831,0.552901,0.036057,0.068702,0.20713,0.05295,0.061485,0.076041
minus_branch_budget,peg_assembly,release_uncertainty,heldout_combined_contact_uncertainty,3,6,0.833333,0.607207,0.768391,0.035387,0.045198,0.079656,0.537743,0.035457,0.074715,0.20713,0.05295,0.058724,0.075241
minus_branch_budget,peg_assembly,release_uncertainty,heldout_combined_contact_uncertainty,4,6,0.666667,0.608156,0.608448,0.034982,0.04499,0.07881,0.560736,0.037401,0.071673,0.20713,0.05295,0.053673,0.07059
minus_branch_budget,peg_assembly,release_uncertainty,heldout_combined_contact_uncertainty,5,6,0.666667,0.612685,0.598776,0.030936,0.045954,0.078841,0.522007,0.03646,0.075844,0.20713,0.05295,0.063643,0.077549
minus_branch_budget,peg_assembly,release_uncertainty,heldout_combined_contact_uncertainty,6,6,0.333333,0.615075,0.270155,0.029731,0.048333,0.086608,0.52963,0.031993,0.072385,0.20713,0.05295,0.06392,0.074737
minus_branch_budget,peg_assembly,release_uncertainty,heldout_combined_contact_uncertainty,7,6,0.5,0.622978,0.434565,0.039902,0.04905,0.086613,0.543559,0.038333,0.068716,0.20713,0.05295,0.058546,0.067776
minus_branch_budget,peg_assembly,release_uncertainty,heldout_combined_contact_uncertainty,8,6,0.666667,0.610988,0.604524,0.029932,0.044542,0.08054,0.534024,0.037701,0.069128,0.20713,0.05295,0.059906,0.0758
minus_branch_budget,peg_assembly,release_uncertainty,heldout_combined_contact_uncertainty,9,6,0.5,0.618157,0.440304,0.028362,0.039777,0.080674,0.540083,0.038608,0.071996,0.20713,0.05295,0.055832,0.074205
minus_branch_budget,peg_assembly,partial_observability_dropout,heldout_combined_contact_uncertainty,0,6,0.666667,0.610857,0.588999,0.049047,0.051235,0.084267,0.549454,0.031449,0.088566,0.207839,0.05295,0.063879,0.081701
minus_branch_budget,peg_assembly,partial_observability_dropout,heldout_combined_contact_uncertainty,1,6,0.5,0.619781,0.427634,0.0466,0.05375,0.086889,0.533234,0.021937,0.088451,0.207839,0.05295,0.054978,0.080966
minus_branch_budget,peg_assembly,partial_observability_dropout,heldout_combined_contact_uncertainty,2,6,0.666667,0.622303,0.59443,0.040617,0.043992,0.089668,0.530058,0.034128,0.082266,0.207839,0.05295,0.055123,0.079294
minus_branch_budget,peg_assembly,partial_observability_dropout,heldout_combined_contact_uncertainty,3,6,0.666667,0.610333,0.591466,0.046047,0.05701,0.090761,0.549852,0.029998,0.087691,0.207839,0.05295,0.065446,0.073784
minus_branch_budget,peg_assembly,partial_observability_dropout,heldout_combined_contact_uncertainty,4,6,0.833333,0.614571,0.751857,0.049437,0.049944,0.089294,0.545066,0.042807,0.079822,0.207839,0.05295,0.067014,0.077106
minus_branch_budget,peg_assembly,partial_observability_dropout,heldout_combined_contact_uncertainty,5,6,0.833333,0.60555,0.762103,0.038234,0.054132,0.090781,0.557203,0.033424,0.083665,0.207839,0.05295,0.063658,0.084106
minus_branch_budget,peg_assembly,partial_observability_dropout,heldout_combined_contact_uncertainty,6,6,0.333333,0.616778,0.259682,0.044364,0.056361,0.089493,0.55046,0.036147,0.080838,0.207839,0.05295,0.057931,0.079206
minus_branch_budget,peg_assembly,partial_observability_dropout,heldout_combined_contact_uncertainty,7,6,0.666667,0.606847,0.594523,0.034453,0.051759,0.080482,0.526852,0.031349,0.0914,0.207839,0.05295,0.057909,0.080215
minus_branch_budget,peg_assembly,partial_observability_dropout,heldout_combined_contact_uncertainty,8,6,0.833333,0.610484,0.763894,0.037905,0.04551,0.086115,0.55105,0.036902,0.082339,0.207839,0.05295,0.058329,0.080306
minus_branch_budget,peg_assembly,partial_observability_dropout,heldout_combined_contact_uncertainty,9,6,0.666667,0.615106,0.600838,0.040057,0.046795,0.088004,0.537073,0.031506,0.073295,0.207839,0.05295,0.056027,0.075598
minus_branch_budget,peg_assembly,irreversible_damage_risk,heldout_combined_contact_uncertainty,0,6,0.166667,0.600713,0.088381,0.029575,0.038904,0.097769,0.539753,0.036355,0.091504,0.210881,0.05295,0.080629,0.086698
minus_branch_budget,peg_assembly,irreversible_damage_risk,heldout_combined_contact_uncertainty,1,6,0.666667,0.605483,0.576955,0.046862,0.049757,0.096677,0.529529,0.034275,0.09224,0.210881,0.05295,0.073126,0.0948
minus_branch_budget,peg_assembly,irreversible_damage_risk,heldout_combined_contact_uncertainty,2,6,0.5,0.610514,0.408785,0.044579,0.045764,0.090021,0.531253,0.042119,0.092148,0.210881,0.05295,0.077884,0.090972
minus_branch_budget,peg_assembly,irreversible_damage_risk,heldout_combined_contact_uncertainty,3,6,0.833333,0.604281,0.751318,0.041766,0.045752,0.089211,0.526994,0.034148,0.079225,0.210881,0.05295,0.07354,0.098276
minus_branch_budget,peg_assembly,irreversible_damage_risk,heldout_combined_contact_uncertainty,4,6,0.833333,0.604691,0.751329,0.038062,0.038128,0.09996,0.547909,0.036015,0.093733,0.210881,0.05295,0.078271,0.088029
minus_branch_budget,peg_assembly,irreversible_damage_risk,heldout_combined_contact_uncertainty,5,6,0.833333,0.59019,0.743007,0.040386,0.049986,0.096127,0.514685,0.035453,0.088871,0.210881,0.05295,0.082281,0.094043
minus_branch_budget,peg_assembly,irreversible_damage_risk,heldout_combined_contact_uncertainty,6,6,0.666667,0.612196,0.586294,0.036954,0.04371,0.095124,0.536554,0.033501,0.084208,0.210881,0.05295,0.080785,0.092363
minus_branch_budget,peg_assembly,irreversible_damage_risk,heldout_combined_contact_uncertainty,7,6,0.5,0.604312,0.411692,0.04364,0.044583,0.091102,0.541189,0.04332,0.088221,0.210881,0.05295,0.080416,0.08836
minus_branch_budget,peg_assembly,irreversible_damage_risk,heldout_combined_contact_uncertainty,8,6,0.333333,0.609241,0.254441,0.029774,0.044565,0.091611,0.541668,0.039125,0.088528,0.210881,0.05295,0.080161,0.089739
minus_branch_budget,peg_assembly,irreversible_damage_risk,heldout_combined_contact_uncertainty,9,6,0.833333,0.611747,0.752289,0.032138,0.052593,0.097651,0.536467,0.041158,0.086454,0.210881,0.05295,0.072986,0.089105
minus_branch_budget,peg_assembly,branch_resource_depletion,heldout_combined_contact_uncertainty,0,6,0.666667,0.600163,0.584575,0.026892,0.04615,0.109404,0.528757,0.03166,0.101443,0.208808,0.05295,0.065967,0.106684
minus_branch_budget,peg_assembly,branch_resource_depletion,heldout_combined_contact_uncertainty,1,6,0.666667,0.607131,0.576007,0.036108,0.042441,0.100621,0.533525,0.044006,0.098074,0.208808,0.05295,0.07131,0.10403
minus_branch_budget,peg_assembly,branch_resource_depletion,heldout_combined_contact_uncertainty,2,6,0.5,0.613883,0.4201,0.037367,0.04792,0.103938,0.553928,0.031202,0.09,0.208808,0.05295,0.075518,0.099644
minus_branch_budget,peg_assembly,branch_resource_depletion,heldout_combined_contact_uncertainty,3,6,0.833333,0.594752,0.744743,0.039986,0.03647,0.099461,0.543854,0.037213,0.098131,0.208808,0.05295,0.074082,0.109255
minus_branch_budget,peg_assembly,branch_resource_depletion,heldout_combined_contact_uncertainty,4,6,0.333333,0.601254,0.237855,0.042937,0.048319,0.103881,0.520762,0.044464,0.099175,0.208808,0.05295,0.065648,0.097558
minus_branch_budget,peg_assembly,branch_resource_depletion,heldout_combined_contact_uncertainty,5,6,0.5,0.621767,0.407263,0.042538,0.048053,0.095511,0.535196,0.041058,0.097793,0.208808,0.05295,0.071483,0.10516
minus_branch_budget,peg_assembly,branch_resource_depletion,heldout_combined_contact_uncertainty,6,6,0.666667,0.614761,0.575712,0.040585,0.048967,0.100338,0.527991,0.034041,0.097877,0.208808,0.05295,0.07381,0.106202
minus_branch_budget,peg_assembly,branch_resource_depletion,heldout_combined_contact_uncertainty,7,6,0.5,0.61429,0.41012,0.037237,0.041392,0.100511,0.522403,0.042922,0.095929,0.208808,0.05295,0.068193,0.099332
minus_branch_budget,peg_assembly,branch_resource_depletion,heldout_combined_contact_uncertainty,8,6,0.666667,0.600191,0.578213,0.045137,0.054072,0.108629,0.538442,0.033084,0.091741,0.208808,0.05295,0.067842,0.103404
minus_branch_budget,peg_assembly,branch_resource_depletion,heldout_combined_contact_uncertainty,9,6,1.0,0.614765,0.910092,0.044833,0.047876,0.103454,0.543593,0.035409,0.093625,0.208808,0.05295,0.075923,0.102929
minus_branch_budget,peg_assembly,combined_contact_uncertainty,heldout_combined_contact_uncertainty,0,6,0.5,0.588729,0.396209,0.05251,0.043652,0.095395,0.522993,0.040676,0.107775,0.211899,0.05295,0.077351,0.098046
minus_branch_budget,peg_assembly,combined_contact_uncertainty,heldout_combined_contact_uncertainty,1,6,0.666667,0.596224,0.56505,0.055273,0.049285,0.094839,0.535223,0.037141,0.110195,0.211899,0.05295,0.075207,0.094214
minus_branch_budget,peg_assembly,combined_contact_uncertainty,heldout_combined_contact_uncertainty,2,6,0.333333,0.5934,0.241469,0.044216,0.054295,0.099008,0.52338,0.036671,0.092088,0.211899,0.05295,0.072536,0.097254
minus_branch_budget,peg_assembly,combined_contact_uncertainty,heldout_combined_contact_uncertainty,3,6,0.333333,0.589423,0.232793,0.055567,0.050948,0.104335,0.525714,0.039478,0.101387,0.211899,0.05295,0.063642,0.098568
minus_branch_budget,peg_assembly,combined_contact_uncertainty,heldout_combined_contact_uncertainty,4,6,0.666667,0.588398,0.559727,0.065002,0.047048,0.098426,0.525594,0.037419,0.099366,0.211899,0.05295,0.079146,0.098455
minus_branch_budget,peg_assembly,combined_contact_uncertainty,heldout_combined_contact_uncertainty,5,6,0.5,0.587109,0.40355,0.050686,0.054037,0.097833,0.533557,0.038513,0.099031,0.211899,0.05295,0.076243,0.09016
minus_branch_budget,peg_assembly,combined_contact_uncertainty,heldout_combined_contact_uncertainty,6,6,0.666667,0.598168,0.565145,0.053917,0.055102,0.093284,0.540421,0.034714,0.114846,0.211899,0.05295,0.069357,0.104135
minus_branch_budget,peg_assembly,combined_contact_uncertainty,heldout_combined_contact_uncertainty,7,6,1.0,0.603937,0.903736,0.049883,0.04789,0.095676,0.545077,0.040079,0.099814,0.211899,0.05295,0.072186,0.105889
minus_branch_budget,peg_assembly,combined_contact_uncertainty,heldout_combined_contact_uncertainty,8,6,0.833333,0.59798,0.7282,0.052403,0.046932,0.092315,0.512598,0.041164,0.108989,0.211899,0.05295,0.076694,0.093636
minus_branch_budget,peg_assembly,combined_contact_uncertainty,heldout_combined_contact_uncertainty,9,6,0.833333,0.58669,0.734579,0.05237,0.045457,0.103278,0.540294,0.037236,0.103036,0.211899,0.05295,0.074732,0.102493
minus_branch_budget,drawer_retrieval,nominal,heldout_combined_contact_uncertainty,0,6,0.166667,0.64327,0.153877,0.011204,0.034257,0.063393,0.566606,0.024518,0.047941,0.192059,0.05295,0.03225,0.049281
minus_branch_budget,drawer_retrieval,nominal,heldout_combined_contact_uncertainty,1,6,0.666667,0.644207,0.648311,0.012614,0.035984,0.068178,0.554064,0.029966,0.045225,0.192059,0.05295,0.032299,0.049759
minus_branch_budget,drawer_retrieval,nominal,heldout_combined_contact_uncertainty,2,6,0.833333,0.658966,0.822361,0.010907,0.030182,0.059504,0.574329,0.027627,0.048153,0.192059,0.05295,0.02922,0.048534
minus_branch_budget,drawer_retrieval,nominal,heldout_combined_contact_uncertainty,3,6,0.833333,0.64376,0.819646,0.018971,0.032555,0.057192,0.566013,0.030962,0.040949,0.192059,0.05295,0.023886,0.044727
minus_branch_budget,drawer_retrieval,nominal,heldout_combined_contact_uncertainty,4,6,0.833333,0.643872,0.811894,0.012915,0.02817,0.053052,0.575568,0.035437,0.056647,0.192059,0.05295,0.038504,0.053954
minus_branch_budget,drawer_retrieval,nominal,heldout_combined_contact_uncertainty,5,6,1.0,0.650665,0.987457,0.010251,0.028649,0.05903,0.548976,0.025729,0.045868,0.192059,0.05295,0.032136,0.043111
minus_branch_budget,drawer_retrieval,nominal,heldout_combined_contact_uncertainty,6,6,0.833333,0.646476,0.822377,0.012031,0.03305,0.057747,0.57515,0.029875,0.041473,0.192059,0.05295,0.0316,0.048443
minus_branch_budget,drawer_retrieval,nominal,heldout_combined_contact_uncertainty,7,6,0.5,0.635854,0.487833,0.009077,0.02261,0.058292,0.54587,0.031282,0.038608,0.192059,0.05295,0.028857,0.049485
minus_branch_budget,drawer_retrieval,nominal,heldout_combined_contact_uncertainty,8,6,0.666667,0.663168,0.659177,0.005828,0.028258,0.057886,0.563927,0.022966,0.042079,0.192059,0.05295,0.035755,0.052051
minus_branch_budget,drawer_retrieval,nominal,heldout_combined_contact_uncertainty,9,6,1.0,0.654693,0.987491,0.004817,0.023074,0.057497,0.555455,0.029011,0.050297,0.192059,0.05295,0.033014,0.05022
minus_branch_budget,drawer_retrieval,hidden_friction,heldout_combined_contact_uncertainty,0,6,0.666667,0.62003,0.628538,0.025607,0.046706,0.071932,0.542202,0.02864,0.053909,0.203045,0.05295,0.03928,0.060855
minus_branch_budget,drawer_retrieval,hidden_friction,heldout_combined_contact_uncertainty,1,6,0.5,0.630789,0.454159,0.038676,0.046313,0.074738,0.537613,0.029252,0.054831,0.203045,0.05295,0.035097,0.060617
